0.000,0.000,0.000 
0.000,0.000,8.952 
1.000,8.952,17.905 
2.000,26.857,26.857 
3.000,53.714,35.809 
4.000,89.523,44.762 
5.000,134.284,53.714 
6.000,187.998,62.667 
7.000,250.665,71.620 
8.000,322.285,80.573 
9.000,402.857,89.526 
10.000,492.383,98.479 
11.000,590.863,107.433 
12.000,698.296,116.387 
13.000,814.683,125.342 
14.000,940.025,134.296 
15.000,1074.321,143.252 
16.000,1217.573,152.207 
17.000,1369.780,161.163 
18.000,1530.943,170.120 
19.000,1701.062,179.076 
20.000,1880.139,188.034 
21.000,2068.173,196.992 
22.000,2265.165,205.951 
23.000,2471.115,214.910 
24.000,2686.025,223.870 
25.000,2909.895,232.830 
26.000,3142.725,241.791 
27.000,3384.516,250.753 
28.000,3635.269,259.716 
29.000,3894.985,268.679 
30.000,4163.665,277.644 
31.000,4441.308,286.609 
32.000,4727.917,295.574 
33.000,5023.491,304.541 
34.000,5328.032,313.509 
35.000,5641.541,322.477 
36.000,5964.018,331.447 
37.000,6295.465,340.418 
38.000,6635.883,349.389 
39.000,6985.272,358.362 
40.000,7343.634,367.335 
41.000,7710.969,376.310 
42.000,8087.279,385.286 
43.000,8472.565,394.263 
44.000,8866.828,403.241 
45.000,9270.069,412.221 
46.000,9682.290,421.202 
47.000,10103.491,430.183 
48.000,10533.675,439.167 
49.000,10972.842,448.151 
50.000,11420.993,457.137 
51.000,11878.130,466.124 
52.000,12344.254,475.113 
53.000,12819.367,484.103 
54.000,13303.470,493.095 
55.000,13796.564,502.087 
56.000,14298.652,511.082 
57.000,14809.734,520.078 
58.000,15329.812,529.076 
59.000,15858.888,538.075 
60.000,16396.963,547.076 
61.000,16944.039,556.078 
62.000,17500.117,565.082 
63.000,18065.199,574.088 
64.000,18639.287,583.095 
65.000,19222.383,592.105 
66.000,19814.488,601.116 
67.000,20415.604,610.128 
68.000,21025.732,619.143 
69.000,21644.875,628.160 
70.000,22273.035,637.178 
71.000,22910.213,646.198 
72.000,23556.412,655.221 
73.000,24211.633,664.245 
74.000,24875.877,673.271 
75.000,25549.148,682.299 
76.000,26231.447,691.330 
77.000,26922.777,700.362 
78.000,27623.139,709.396 
79.000,28332.535,718.433 
80.000,29050.969,727.472 
81.000,29778.439,736.512 
82.000,30514.951,745.556 
83.000,31260.506,754.601 
84.000,32015.107,763.648 
85.000,32778.754,772.698 
86.000,33551.453,781.750 
87.000,34333.203,790.805 
88.000,35124.008,799.862 
89.000,35923.871,808.921 
90.000,36732.793,817.983 
91.000,37550.777,827.047 
92.000,38377.824,836.113 
93.000,39213.938,845.182 
94.000,40059.121,854.254 
95.000,40913.375,863.328 
96.000,41776.703,872.405 
97.000,42649.109,881.484 
98.000,43530.594,890.566 
99.000,44421.160,899.651 
100.000,45320.812,908.738 
101.000,46229.551,917.828 
102.000,47147.379,926.921 
103.000,48074.301,936.016 
104.000,49010.316,945.115 
105.000,49955.430,954.216 
106.000,50909.645,963.320 
107.000,51872.965,972.426 
108.000,52845.391,981.536 
109.000,53826.926,990.648 
110.000,54817.574,999.764 
111.000,55817.340,1008.883 
112.000,56826.223,1018.004 
113.000,57844.227,1027.128 
114.000,58871.355,1036.256 
115.000,59907.613,1045.387 
116.000,60953.000,1054.520 
117.000,62007.520,1063.657 
118.000,63071.176,1072.797 
119.000,64143.973,1081.940 
120.000,65225.914,1091.087 
121.000,66317.000,1100.236 
122.000,67417.234,1109.389 
123.000,68526.625,1118.545 
124.000,69645.172,1127.705 
125.000,70772.875,1136.867 
126.000,71909.742,1146.033 
127.000,73055.773,1155.203 
128.000,74210.977,1164.376 
129.000,75375.352,1173.552 
130.000,76548.906,1182.732 
131.000,77731.641,1191.915 
132.000,78923.555,1201.102 
133.000,80124.656,1210.292 
134.000,81334.945,1219.486 
135.000,82554.430,1228.683 
136.000,83783.109,1237.884 
137.000,85020.992,1247.089 
138.000,86268.078,1256.297 
139.000,87524.375,1265.509 
140.000,88789.883,1274.724 
141.000,90064.609,1283.944 
142.000,91348.555,1293.167 
143.000,92641.719,1302.394 
144.000,93944.109,1311.625 
145.000,95255.734,1320.859 
146.000,96576.594,1330.097 
147.000,97906.688,1339.340 
148.000,99246.023,1348.586 
149.000,100594.609,1357.836 
150.000,101952.445,1367.090 
151.000,103319.539,1376.348 
152.000,104695.891,1385.610 
153.000,106081.500,1394.876 
154.000,107476.375,1385.399 
155.000,108861.773,1375.927 
156.000,110237.703,1366.458 
157.000,111604.164,1356.993 
158.000,112961.156,1347.532 
159.000,114308.688,1338.076 
160.000,115646.766,1328.623 
161.000,116975.391,1319.174 
162.000,118294.562,1309.729 
163.000,119604.289,1300.287 
164.000,120904.578,1290.850 
165.000,122195.430,1281.416 
166.000,123476.844,1271.986 
167.000,124748.828,1262.560 
168.000,126011.391,1253.138 
169.000,127264.531,1243.719 
170.000,128508.250,1234.303 
171.000,129742.555,1224.892 
172.000,130967.445,1215.484 
173.000,132182.922,1206.079 
174.000,133389.000,1196.678 
175.000,134585.672,1187.281 
176.000,135772.953,1177.887 
177.000,136950.844,1168.496 
178.000,138119.344,1159.109 
179.000,139278.453,1149.725 
180.000,140428.172,1140.344 
181.000,141568.516,1130.967 
182.000,142699.484,1121.593 
183.000,143821.078,1112.222 
184.000,144933.297,1102.854 
185.000,146036.156,1093.490 
186.000,147129.641,1084.129 
187.000,148213.766,1074.771 
188.000,149288.531,1065.416 
189.000,150353.953,1056.064 
190.000,151410.016,1046.716 
191.000,152456.734,1037.370 
192.000,153494.109,1028.027 
193.000,154522.141,1018.687 
194.000,155540.828,1009.350 
195.000,156550.172,1000.017 
196.000,157550.188,990.685 
197.000,158540.875,981.357 
198.000,159522.234,972.032 
199.000,160494.266,962.709 
200.000,161456.969,953.390 
201.000,162410.359,944.072 
202.000,163354.438,934.758 
203.000,164289.203,925.446 
204.000,165214.656,916.138 
205.000,166130.797,906.831 
206.000,167037.625,897.527 
207.000,167935.156,888.226 
208.000,168823.375,878.928 
209.000,169702.297,869.632 
210.000,170571.922,860.338 
211.000,171432.266,851.047 
212.000,172283.312,841.758 
213.000,173125.078,832.472 
214.000,173957.547,823.188 
215.000,174780.734,813.906 
216.000,175594.641,804.627 
217.000,176399.266,795.350 
218.000,177194.609,786.076 
219.000,177980.688,776.803 
220.000,178757.484,767.533 
221.000,179525.016,758.265 
222.000,180283.281,748.999 
223.000,181032.281,739.736 
224.000,181772.016,730.474 
225.000,182502.484,721.215 
226.000,183223.703,711.957 
227.000,183935.656,702.702 
228.000,184638.359,693.449 
229.000,185331.812,684.197 
230.000,186016.016,674.948 
231.000,186690.969,665.701 
232.000,187356.672,656.455 
233.000,188013.125,647.211 
234.000,188660.344,637.969 
235.000,189298.312,628.729 
236.000,189927.047,619.491 
237.000,190546.531,610.255 
238.000,191156.781,601.020 
239.000,191757.797,591.787 
240.000,192349.578,582.556 
241.000,192932.141,573.326 
242.000,193505.469,564.098 
243.000,194069.562,554.872 
244.000,194624.438,545.647 
245.000,195170.078,536.424 
246.000,195706.500,527.202 
247.000,196233.703,517.982 
248.000,196751.688,508.763 
249.000,197260.453,499.546 
250.000,197760.000,490.330 
251.000,198250.328,481.115 
252.000,198731.438,471.902 
253.000,199203.344,462.690 
254.000,199666.031,453.480 
255.000,200119.516,444.271 
256.000,200563.781,435.063 
257.000,200998.844,425.856 
258.000,201424.703,416.651 
259.000,201841.359,407.447 
260.000,202248.812,398.244 
261.000,202647.062,389.042 
262.000,203036.109,379.841 
263.000,203415.953,370.641 
264.000,203786.594,361.443 
265.000,204148.031,352.245 
266.000,204500.281,343.049 
267.000,204843.328,333.853 
268.000,205177.188,324.658 
269.000,205501.844,315.465 
270.000,205817.312,306.272 
271.000,206123.578,297.080 
272.000,206420.656,287.889 
273.000,206708.547,278.699 
274.000,206987.250,269.509 
275.000,207256.766,260.320 
276.000,207517.094,251.133 
277.000,207768.219,241.945 
278.000,208010.172,232.759 
279.000,208242.938,223.573 
280.000,208466.516,214.388 
281.000,208680.906,205.203 
282.000,208886.109,196.020 
283.000,209082.125,186.836 
284.000,209268.969,177.653 
285.000,209446.625,168.471 
286.000,209615.094,159.289 
287.000,209774.391,150.108 
288.000,209924.500,140.927 
289.000,210065.422,131.747 
290.000,210197.172,122.566 
291.000,210319.734,113.387 
292.000,210433.125,104.207 
293.000,210537.328,95.028 
294.000,210632.359,85.850 
295.000,210718.203,76.671 
296.000,210794.875,67.493 
297.000,210862.375,58.315 
298.000,210920.688,49.137 
299.000,210969.828,39.959 
300.000,211009.781,30.782 
301.000,211040.562,21.604 
302.000,211062.172,12.427 
