0.000,0.000,0.000 
0.000,0.000,7.039 
1.000,7.039,14.078 
2.000,21.117,21.117 
3.000,42.233,28.156 
4.000,70.389,35.195 
5.000,105.584,42.234 
6.000,147.818,49.273 
7.000,197.091,56.312 
8.000,253.403,63.352 
9.000,316.755,70.392 
10.000,387.147,77.432 
11.000,464.579,84.472 
12.000,549.050,91.512 
13.000,640.562,98.553 
14.000,739.115,105.593 
15.000,844.708,112.635 
16.000,957.343,119.676 
17.000,1077.019,126.718 
18.000,1203.737,133.760 
19.000,1337.497,140.803 
20.000,1478.300,147.846 
21.000,1626.146,154.889 
22.000,1781.035,161.933 
23.000,1942.968,168.978 
24.000,2111.946,176.022 
25.000,2287.968,183.068 
26.000,2471.036,190.114 
27.000,2661.150,197.160 
28.000,2858.310,204.207 
29.000,3062.517,211.255 
30.000,3273.772,218.303 
31.000,3492.075,225.352 
32.000,3717.427,232.402 
33.000,3949.829,239.452 
34.000,4189.281,246.503 
35.000,4435.784,253.555 
36.000,4689.339,260.607 
37.000,4949.946,267.661 
38.000,5217.607,274.715 
39.000,5492.322,281.770 
40.000,5774.091,288.825 
41.000,6062.917,295.882 
42.000,6358.799,302.940 
43.000,6661.738,309.998 
44.000,6971.736,317.057 
45.000,7288.793,324.118 
46.000,7612.911,331.179 
47.000,7944.090,338.241 
48.000,8282.331,345.304 
49.000,8627.636,352.369 
50.000,8980.004,359.434 
51.000,9339.438,366.500 
52.000,9705.938,373.568 
53.000,10079.506,380.637 
54.000,10460.143,387.706 
55.000,10847.849,394.777 
56.000,11242.626,401.849 
57.000,11644.476,408.923 
58.000,12053.398,415.997 
59.000,12469.396,423.073 
60.000,12892.469,430.150 
61.000,13322.619,437.229 
62.000,13759.848,444.308 
63.000,14204.156,451.389 
64.000,14655.546,458.472 
65.000,15114.018,465.556 
66.000,15579.573,472.641 
67.000,16052.214,479.727 
68.000,16531.941,486.815 
69.000,17018.756,493.905 
70.000,17512.660,500.996 
71.000,18013.656,508.088 
72.000,18521.744,515.182 
73.000,19036.926,522.278 
74.000,19559.203,529.375 
75.000,20088.578,536.474 
76.000,20625.051,543.574 
77.000,21168.625,550.676 
78.000,21719.301,557.779 
79.000,22277.080,564.885 
80.000,22841.965,571.992 
81.000,23413.957,579.100 
82.000,23993.057,586.211 
83.000,24579.268,593.323 
84.000,25172.590,600.437 
85.000,25773.027,607.553 
86.000,26380.580,614.670 
87.000,26995.250,621.790 
88.000,27617.039,628.911 
89.000,28245.949,636.034 
90.000,28881.984,643.159 
91.000,29525.145,650.286 
92.000,30175.432,657.415 
93.000,30832.848,664.546 
94.000,31497.395,671.679 
95.000,32169.074,678.814 
96.000,32847.887,685.951 
97.000,33533.836,693.090 
98.000,34226.926,700.231 
99.000,34927.156,707.374 
100.000,35634.531,714.520 
101.000,36349.051,721.667 
102.000,37070.719,728.817 
103.000,37799.535,735.969 
104.000,38535.504,743.123 
105.000,39278.625,750.279 
106.000,40028.902,757.437 
107.000,40786.340,764.598 
108.000,41550.938,771.761 
109.000,42322.699,778.926 
110.000,43101.625,786.094 
111.000,43887.719,793.264 
112.000,44680.984,800.436 
113.000,45481.422,807.611 
114.000,46289.031,814.788 
115.000,47103.820,821.967 
116.000,47925.789,829.149 
117.000,48754.938,836.334 
118.000,49591.270,843.521 
119.000,50434.789,850.710 
120.000,51285.500,857.902 
121.000,52143.402,865.097 
122.000,53008.500,872.294 
123.000,53880.793,879.494 
124.000,54760.285,886.696 
125.000,55646.980,893.901 
126.000,56540.883,901.109 
127.000,57441.992,908.319 
128.000,58350.312,915.532 
